SalesID,CustomerID,StoreID,ProductID,DateKey,Quantity,UnitPrice,UnitCost,DiscountPercent,TotalCost,TotalAmount,Sales,Profit,ProfitMarginPercent,PaymentMethod,OrderStatus
36659,2822,11,1036,20210211,2,14.99,6.36,10,12.72,26.98,26.98,14.26,52.85,UPI/Wallet,Completed
36660,2976,37,1022,20241219,1,3.99,2.63,15,2.63,3.39,3.39,0.76,22.42,Credit Card,Completed
36661,1110,31,1012,20250312,1,39.99,16.04,30,16.04,27.99,27.99,11.95,42.69,Credit Card,Completed
36662,2909,55,1035,20231026,1,18.99,7.05,0,7.05,18.99,18.99,11.94,62.88,UPI/Wallet,Completed
36663,2238,3,1022,20250615,1,3.99,2.63,5,2.63,3.79,3.79,1.16,30.61,Cash,Completed
36664,1576,30,1005,20220513,1,449.0,391.08,20,391.08,359.2,359.2,-31.88,-8.88,UPI/Wallet,Completed
36665,2368,74,1005,20250509,1,449.0,391.08,5,391.08,426.55,426.55,35.47,8.32,UPI/Wallet,Completed
36666,2115,12,1008,20231017,5,34.99,21.17,15,105.85,148.71,148.71,42.86,28.82,Debit Card,Completed
36667,175,57,1006,20220822,2,59.99,33.53,0,67.06,119.98,119.98,52.92,44.11,Credit Card,Completed
36668,1506,21,1009,20250503,4,29.99,14.94,0,59.76,119.96,119.96,60.2,50.18,Cash,Completed
36669,2207,26,1008,20210123,2,34.99,21.17,15,42.34,59.48,59.48,17.14,28.82,Credit Card,Completed
36670,74,35,1007,20260215,1,14.99,9.55,20,9.55,11.99,11.99,2.44,20.35,Credit Card,Completed
36671,2154,72,1012,20220104,2,39.99,16.04,5,32.08,75.98,75.98,43.9,57.78,Credit Card,Completed
36672,2242,14,1016,20210207,1,14.99,6.63,20,6.63,11.99,11.99,5.36,44.7,Debit Card,Completed
36673,305,51,1039,20260301,4,11.99,3.97,0,15.88,47.96,47.96,32.08,66.89,UPI/Wallet,Completed
36674,625,42,1000,20210701,5,599.99,508.79,10,2543.95,2699.95,2699.95,-2543.95,-94.22,Debit Card,Returned
36675,1671,25,1033,20260126,4,29.99,13.98,10,55.92,107.96,107.96,52.04,48.2,Credit Card,Completed
36676,508,55,1011,20210527,4,79.99,35.52,5,142.08,303.96,303.96,161.88,53.26,Credit Card,Completed
36677,212,63,1029,20221127,2,19.99,8.64,0,17.28,39.98,39.98,22.7,56.78,UPI/Wallet,Completed
36678,757,37,1034,20240314,2,19.99,10.37,0,20.74,39.98,39.98,19.24,48.12,Cash,Completed
36679,2490,49,1043,20241125,3,89.99,46.16,30,138.48,188.98,188.98,50.5,26.72,UPI/Wallet,Completed
36680,2609,13,1022,20210808,3,3.99,2.63,10,7.89,10.77,10.77,2.88,26.74,Credit Card,Completed
36681,764,42,1011,20230406,3,79.99,35.52,10,106.56,215.97,215.97,109.41,50.66,Credit Card,Completed
36682,2108,32,1032,20230518,1,44.99,22.54,0,22.54,44.99,44.99,22.45,49.9,Credit Card,Completed
36683,377,18,1033,20250106,3,29.99,13.98,5,41.94,85.47,85.47,43.53,50.93,Debit Card,Completed
36684,1214,71,1032,20211021,1,44.99,22.54,15,22.54,38.24,38.24,15.7,41.06,Credit Card,Completed
36685,2315,12,1000,20220626,1,599.99,508.79,0,508.79,599.99,599.99,91.2,15.2,Credit Card,Completed
36686,1228,11,1009,20241017,2,29.99,14.94,15,29.88,50.98,50.98,21.1,41.39,UPI/Wallet,Completed
36687,1523,5,1026,20260226,4,129.99,66.29,15,265.16,441.97,441.97,176.81,40.0,Debit Card,Completed
36688,817,32,1006,20251122,2,59.99,33.53,0,67.06,119.98,119.98,52.92,44.11,Debit Card,Completed
36689,368,15,1008,20251104,1,34.99,21.17,5,21.17,33.24,33.24,12.07,36.31,Debit Card,Completed
36690,2275,66,1041,20221106,1,22.99,10.69,0,10.69,22.99,22.99,12.3,53.5,Credit Card,Completed
36691,1426,63,1028,20241125,1,89.99,47.87,10,47.87,80.99,80.99,33.12,40.89,Debit Card,Completed
36692,2585,38,1025,20240227,3,3.99,2.8,10,8.4,10.77,10.77,2.37,22.01,Debit Card,Completed
36693,1275,66,1039,20211205,1,11.99,3.97,20,3.97,9.59,9.59,5.62,58.6,Debit Card,Completed
36694,1397,16,1009,20241217,1,29.99,14.94,10,14.94,26.99,26.99,12.05,44.65,Credit Card,Completed
36695,606,34,1014,20260104,2,19.99,8.48,0,16.96,39.98,39.98,23.02,57.58,Cash,Completed
36696,1043,24,1031,20231230,1,15.99,6.4,20,6.4,12.79,12.79,6.39,49.96,Cash,Completed
36697,2731,6,1030,20230706,1,24.99,8.77,0,8.77,24.99,24.99,16.22,64.91,Net Banking,Completed
36698,648,21,1005,20220819,2,449.0,391.08,15,782.16,763.3,763.3,-18.86,-2.47,Credit Card,Completed
36699,1771,10,1003,20231217,2,899.0,727.29,10,1454.58,1618.2,1618.2,163.62,10.11,Debit Card,Completed
36700,2094,26,1029,20210404,4,19.99,8.64,5,34.56,75.96,75.96,41.4,54.5,UPI/Wallet,Completed
36701,669,56,1003,20220320,5,899.0,727.29,0,3636.45,4495.0,4495.0,858.55,19.1,Debit Card,Completed
36702,154,21,1029,20250530,1,19.99,8.64,15,8.64,16.99,16.99,8.35,49.15,Credit Card,Completed
36703,622,15,1002,20211026,3,999.99,804.99,0,2414.97,2999.97,2999.97,585.0,19.5,Credit Card,Completed
36704,920,16,1020,20251220,1,1.99,1.34,0,1.34,1.99,1.99,0.65,32.66,Credit Card,Completed
36705,809,7,1030,20260401,1,24.99,8.77,5,8.77,23.74,23.74,14.97,63.06,Debit Card,Completed
36706,1659,65,1032,20220108,2,44.99,22.54,15,45.08,76.48,76.48,31.4,41.06,UPI/Wallet,Completed
36707,1938,67,1000,20250207,1,599.99,508.79,0,508.79,599.99,599.99,91.2,15.2,Credit Card,Completed
36708,1268,48,1039,20230601,1,11.99,3.97,10,3.97,10.79,10.79,6.82,63.21,Credit Card,Completed
36709,1962,17,1003,20250205,1,899.0,727.29,0,727.29,899.0,899.0,171.71,19.1,Net Banking,Completed
36710,121,56,1017,20220824,3,3.49,2.58,0,7.74,10.47,10.47,2.73,26.07,Debit Card,Completed
36711,1230,3,1019,20230710,2,6.99,5.11,5,10.22,13.28,13.28,3.06,23.04,Debit Card,Completed
36712,2294,73,1035,20241203,2,18.99,7.05,0,14.1,37.98,37.98,23.88,62.88,UPI/Wallet,Completed
36713,2441,64,1017,20250405,2,3.49,2.58,15,5.16,5.93,5.93,0.77,12.98,Credit Card,Completed
36714,2186,25,1033,20210322,1,29.99,13.98,0,13.98,29.99,29.99,16.01,53.38,Credit Card,Completed
36715,2897,18,1006,20230723,2,59.99,33.53,0,67.06,119.98,119.98,52.92,44.11,Net Banking,Completed
36716,862,73,1025,20230503,2,3.99,2.8,0,5.6,7.98,7.98,2.38,29.82,Cash,Completed
36717,2389,7,1007,20241103,2,14.99,9.55,20,0.0,0.0,0.0,0.0,0.0,Credit Card,Cancelled
36718,226,14,1002,20260609,3,999.99,804.99,5,2414.97,2849.97,2849.97,435.0,15.26,UPI/Wallet,Completed
36719,1617,12,1031,20230129,3,15.99,6.4,0,19.2,47.97,47.97,-19.2,-40.03,Credit Card,Returned
36720,2462,65,1028,20221020,4,89.99,47.87,30,191.48,251.97,251.97,-191.48,-75.99,UPI/Wallet,Returned
36721,90,8,1020,20210604,1,1.99,1.34,20,1.34,1.59,1.59,0.25,15.72,UPI/Wallet,Completed
36722,2247,24,1035,20250727,1,18.99,7.05,5,7.05,18.04,18.04,10.99,60.92,Credit Card,Completed
36723,472,28,1001,20260219,1,249.99,207.74,10,207.74,224.99,224.99,17.25,7.67,Debit Card,Completed
36724,1449,53,1025,20230520,2,3.99,2.8,30,5.6,5.59,5.59,-0.01,-0.18,Cash,Completed
36725,2637,39,1001,20221025,2,249.99,207.74,0,415.48,499.98,499.98,84.5,16.9,Cash,Completed
36726,1919,54,1035,20220625,1,18.99,7.05,0,7.05,18.99,18.99,11.94,62.88,Debit Card,Completed
36727,2707,35,1034,20250226,2,19.99,10.37,10,0.0,0.0,0.0,0.0,0.0,Cash,Cancelled
36728,1506,69,1027,20230126,3,149.99,79.49,5,238.47,427.47,427.47,189.0,44.21,Credit Card,Completed
36729,2648,9,1005,20220616,1,449.0,391.08,0,391.08,449.0,449.0,57.92,12.9,Debit Card,Completed
36730,1181,22,1039,20260403,4,11.99,3.97,15,15.88,40.77,40.77,24.89,61.05,Cash,Completed
36731,1899,1,1033,20220619,2,29.99,13.98,20,27.96,47.98,47.98,20.02,41.73,Debit Card,Completed
36732,2464,7,1022,20230129,1,3.99,2.63,5,2.63,3.79,3.79,1.16,30.61,Credit Card,Completed
36733,22,66,1007,20260331,1,14.99,9.55,5,9.55,14.24,14.24,4.69,32.94,Credit Card,Completed
36734,963,68,1037,20210426,2,9.99,3.67,0,7.34,19.98,19.98,-7.34,-36.74,Debit Card,Returned
36735,2132,70,1033,20240402,3,29.99,13.98,15,41.94,76.47,76.47,34.53,45.15,Cash,Completed
36736,1864,52,1032,20220810,2,44.99,22.54,0,45.08,89.98,89.98,44.9,49.9,UPI/Wallet,Completed
36737,741,16,1040,20220414,1,16.99,5.25,20,5.25,13.59,13.59,8.34,61.37,Credit Card,Completed
36738,1130,21,1036,20220213,2,14.99,6.36,5,12.72,28.48,28.48,15.76,55.34,Debit Card,Completed
36739,2237,1,1031,20240301,1,15.99,6.4,20,6.4,12.79,12.79,6.39,49.96,Debit Card,Completed
36740,183,64,1007,20230104,1,14.99,9.55,0,9.55,14.99,14.99,5.44,36.29,Debit Card,Completed
36741,2192,76,1028,20251120,3,89.99,47.87,15,143.61,229.47,229.47,85.86,37.42,Credit Card,Completed
36742,2306,14,1042,20220415,3,49.99,23.5,0,70.5,149.97,149.97,79.47,52.99,Cash,Completed
36743,806,58,1041,20220212,3,22.99,10.69,10,32.07,62.07,62.07,-32.07,-51.67,Credit Card,Returned
36744,851,43,1001,20230207,1,249.99,207.74,30,207.74,174.99,174.99,-32.75,-18.72,Credit Card,Completed
36745,2808,67,1015,20230206,3,12.99,6.6,0,19.8,38.97,38.97,19.17,49.19,UPI/Wallet,Completed
36746,1526,77,1001,20211018,1,249.99,207.74,30,207.74,174.99,174.99,-32.75,-18.72,UPI/Wallet,Completed
36747,1439,5,1020,20210607,4,1.99,1.34,15,5.36,6.77,6.77,1.41,20.83,Cash,Completed
36748,1242,52,1024,20250604,1,5.49,3.88,5,3.88,5.22,5.22,1.34,25.67,Debit Card,Completed
36749,1662,32,1042,20240602,3,49.99,23.5,0,70.5,149.97,149.97,79.47,52.99,Credit Card,Completed
36750,561,22,1011,20210715,2,79.99,35.52,0,71.04,159.98,159.98,88.94,55.59,Debit Card,Completed
36751,632,70,1028,20241011,2,89.99,47.87,5,95.74,170.98,170.98,75.24,44.01,Cash,Completed
36752,2410,53,1041,20210830,2,22.99,10.69,0,21.38,45.98,45.98,24.6,53.5,Cash,Completed
36753,1942,38,1003,20250709,1,899.0,727.29,10,727.29,809.1,809.1,81.81,10.11,UPI/Wallet,Completed
36754,2642,22,1024,20220911,3,5.49,3.88,0,11.64,16.47,16.47,4.83,29.33,Credit Card,Completed
36755,2459,35,1038,20220809,1,12.99,5.69,0,0.0,0.0,0.0,0.0,0.0,UPI/Wallet,Cancelled
36756,2936,50,1022,20211105,1,3.99,2.63,20,2.63,3.19,3.19,0.56,17.55,Net Banking,Completed
36757,632,52,1041,20230126,1,22.99,10.69,15,10.69,19.54,19.54,8.85,45.29,Credit Card,Completed
36758,1393,40,1046,20260114,3,29.99,15.5,20,46.5,71.98,71.98,25.48,35.4,Credit Card,Completed
36759,201,58,1024,20230924,1,5.49,3.88,30,3.88,3.84,3.84,-0.04,-1.04,Credit Card,Completed
36760,2241,10,1006,20251120,1,59.99,33.53,15,33.53,50.99,50.99,17.46,34.24,Net Banking,Completed
36761,1284,33,1019,20241027,4,6.99,5.11,0,20.44,27.96,27.96,7.52,26.9,Net Banking,Completed
36762,2824,4,1022,20241208,1,3.99,2.63,5,2.63,3.79,3.79,1.16,30.61,Debit Card,Completed
36763,694,44,1027,20210926,5,149.99,79.49,5,397.45,712.45,712.45,315.0,44.21,UPI/Wallet,Completed
36764,2152,62,1042,20230826,1,49.99,23.5,0,23.5,49.99,49.99,26.49,52.99,Credit Card,Completed
36765,2081,3,1012,20241026,1,39.99,16.04,5,16.04,37.99,37.99,21.95,57.78,Debit Card,Completed
36766,73,30,1037,20250429,4,9.99,3.67,20,14.68,31.97,31.97,17.29,54.08,Debit Card,Completed
36767,1712,27,1045,20260617,5,64.99,37.5,10,187.5,292.46,292.46,104.96,35.89,Debit Card,Completed
36768,1940,27,1028,20250928,2,89.99,47.87,0,95.74,179.98,179.98,84.24,46.81,UPI/Wallet,Completed
36769,887,72,1044,20220917,2,59.99,31.85,10,63.7,107.98,107.98,44.28,41.01,UPI/Wallet,Completed
36770,949,49,1002,20230516,1,999.99,804.99,5,804.99,949.99,949.99,145.0,15.26,Cash,Completed
36771,1719,64,1027,20260608,1,149.99,79.49,15,79.49,127.49,127.49,48.0,37.65,Cash,Completed
36772,2965,22,1024,20220514,1,5.49,3.88,0,3.88,5.49,5.49,1.61,29.33,UPI/Wallet,Completed
36773,18,66,1019,20250629,3,6.99,5.11,0,15.33,20.97,20.97,5.64,26.9,UPI/Wallet,Completed
36774,1449,7,1045,20251221,2,64.99,37.5,0,75.0,129.98,129.98,-75.0,-57.7,Credit Card,Returned
36775,2996,7,1031,20220910,1,15.99,6.4,10,6.4,14.39,14.39,7.99,55.52,UPI/Wallet,Completed
36776,2696,10,1016,20240807,2,14.99,6.63,10,13.26,26.98,26.98,13.72,50.85,Debit Card,Completed
36777,584,47,1028,20251026,5,89.99,47.87,0,239.35,449.95,449.95,210.6,46.81,Credit Card,Completed
36778,2840,57,1008,20230816,4,34.99,21.17,10,84.68,125.96,125.96,41.28,32.77,Cash,Completed
36779,863,34,1012,20220224,2,39.99,16.04,10,32.08,71.98,71.98,39.9,55.43,UPI/Wallet,Completed
36780,604,30,1038,20250831,3,12.99,5.69,5,0.0,0.0,0.0,0.0,0.0,Credit Card,Cancelled
36781,459,21,1009,20210615,1,29.99,14.94,15,14.94,25.49,25.49,10.55,41.39,Cash,Completed
36782,1490,2,1034,20230311,1,19.99,10.37,5,10.37,18.99,18.99,-10.37,-54.61,UPI/Wallet,Returned
36783,173,5,1032,20241125,2,44.99,22.54,0,45.08,89.98,89.98,44.9,49.9,Debit Card,Completed
36784,540,69,1002,20210529,1,999.99,804.99,5,804.99,949.99,949.99,145.0,15.26,Net Banking,Completed
36785,2118,58,1022,20240420,2,3.99,2.63,5,5.26,7.58,7.58,2.32,30.61,Credit Card,Completed
36786,1103,33,1007,20241227,5,14.99,9.55,0,47.75,74.95,74.95,27.2,36.29,Debit Card,Completed
36787,1392,75,1028,20210801,1,89.99,47.87,0,47.87,89.99,89.99,42.12,46.81,UPI/Wallet,Completed
36788,557,36,1046,20221214,2,29.99,15.5,0,0.0,0.0,0.0,0.0,0.0,Cash,Cancelled
36789,641,5,1034,20210306,2,19.99,10.37,5,20.74,37.98,37.98,17.24,45.39,Credit Card,Completed
36790,1321,2,1037,20231003,1,9.99,3.67,0,3.67,9.99,9.99,6.32,63.26,Cash,Completed
36791,346,71,1031,20260329,5,15.99,6.4,15,32.0,67.96,67.96,35.96,52.91,Credit Card,Completed
36792,2089,5,1041,20250305,1,22.99,10.69,0,10.69,22.99,22.99,-10.69,-46.5,UPI/Wallet,Returned
36793,457,57,1020,20230528,3,1.99,1.34,0,4.02,5.97,5.97,1.95,32.66,Credit Card,Completed
36794,1938,7,1021,20221113,1,8.99,6.23,10,6.23,8.09,8.09,1.86,22.99,UPI/Wallet,Completed
36795,2029,7,1024,20241126,2,5.49,3.88,10,7.76,9.88,9.88,2.12,21.46,Debit Card,Completed
36796,257,41,1034,20260114,2,19.99,10.37,15,20.74,33.98,33.98,13.24,38.96,Debit Card,Completed
36797,2772,36,1015,20210727,4,12.99,6.6,5,26.4,49.36,49.36,22.96,46.52,Credit Card,Completed
36798,14,62,1002,20241013,1,999.99,804.99,30,804.99,699.99,699.99,-105.0,-15.0,UPI/Wallet,Completed
36799,1493,50,1042,20230213,2,49.99,23.5,30,47.0,69.99,69.99,22.99,32.85,Debit Card,Completed
36800,2179,42,1045,20260518,4,64.99,37.5,0,150.0,259.96,259.96,-150.0,-57.7,Debit Card,Returned
36801,2836,71,1027,20210907,1,149.99,79.49,0,79.49,149.99,149.99,70.5,47.0,UPI/Wallet,Completed
36802,2177,68,1023,20210408,3,2.49,1.78,0,5.34,7.47,7.47,2.13,28.51,Credit Card,Completed
36803,44,65,1024,20210114,1,5.49,3.88,20,0.0,0.0,0.0,0.0,0.0,Debit Card,Cancelled
36804,1994,63,1000,20220211,4,599.99,508.79,0,2035.16,2399.96,2399.96,364.8,15.2,Credit Card,Completed
36805,109,66,1001,20220610,1,249.99,207.74,20,207.74,199.99,199.99,-7.75,-3.88,Credit Card,Completed
36806,891,15,1016,20250721,3,14.99,6.63,0,19.89,44.97,44.97,-19.89,-44.23,UPI/Wallet,Returned
36807,439,34,1013,20260103,2,24.99,11.45,0,22.9,49.98,49.98,-22.9,-45.82,Credit Card,Returned
36808,1929,53,1046,20210528,1,29.99,15.5,15,15.5,25.49,25.49,9.99,39.19,Debit Card,Completed
36809,1221,35,1023,20211127,4,2.49,1.78,0,7.12,9.96,9.96,2.84,28.51,Debit Card,Completed
36810,1669,6,1012,20210929,4,39.99,16.04,5,64.16,151.96,151.96,87.8,57.78,Debit Card,Completed
36811,1109,8,1001,20211108,1,249.99,207.74,0,207.74,249.99,249.99,42.25,16.9,Cash,Completed
36812,2343,74,1019,20210517,2,6.99,5.11,0,10.22,13.98,13.98,3.76,26.9,Credit Card,Completed
36813,1784,45,1033,20210727,1,29.99,13.98,30,13.98,20.99,20.99,7.01,33.4,UPI/Wallet,Completed
36814,2336,51,1010,20231115,3,44.99,19.98,0,59.94,134.97,134.97,75.03,55.59,Net Banking,Completed
36815,2448,34,1039,20230718,3,11.99,3.97,0,0.0,0.0,0.0,0.0,0.0,Debit Card,Cancelled
36816,2334,71,1017,20241007,1,3.49,2.58,0,2.58,3.49,3.49,0.91,26.07,Debit Card,Completed
36817,153,32,1028,20210728,1,89.99,47.87,0,47.87,89.99,89.99,-47.87,-53.19,UPI/Wallet,Returned
36818,474,34,1026,20210526,1,129.99,66.29,0,66.29,129.99,129.99,63.7,49.0,Debit Card,Completed
36819,2884,60,1004,20220307,5,1299.0,1140.52,0,5702.6,6495.0,6495.0,792.4,12.2,Credit Card,Completed
36820,236,53,1024,20251029,1,5.49,3.88,0,3.88,5.49,5.49,1.61,29.33,Credit Card,Completed
36821,115,57,1025,20221031,1,3.99,2.8,0,2.8,3.99,3.99,1.19,29.82,Debit Card,Completed
36822,1564,22,1039,20241215,2,11.99,3.97,5,7.94,22.78,22.78,14.84,65.14,Credit Card,Completed
36823,222,23,1017,20251013,1,3.49,2.58,0,2.58,3.49,3.49,0.91,26.07,Debit Card,Completed
36824,2149,24,1023,20210821,1,2.49,1.78,0,1.78,2.49,2.49,0.71,28.51,UPI/Wallet,Completed
36825,1615,20,1016,20260208,2,14.99,6.63,0,13.26,29.98,29.98,16.72,55.77,Credit Card,Completed
36826,2848,37,1006,20251112,1,59.99,33.53,20,33.53,47.99,47.99,14.46,30.13,Debit Card,Completed
36827,1354,45,1005,20210824,5,449.0,391.08,10,1955.4,2020.5,2020.5,65.1,3.22,Debit Card,Completed
36828,531,5,1008,20250911,1,34.99,21.17,30,0.0,0.0,0.0,0.0,0.0,Debit Card,Cancelled
36829,218,68,1010,20240828,4,44.99,19.98,30,79.92,125.97,125.97,46.05,36.56,Cash,Completed
36830,446,45,1021,20231127,2,8.99,6.23,20,12.46,14.38,14.38,1.92,13.35,Credit Card,Completed
36831,1919,43,1028,20241217,1,89.99,47.87,0,47.87,89.99,89.99,42.12,46.81,Cash,Completed
36832,1979,16,1013,20250409,1,24.99,11.45,10,11.45,22.49,22.49,11.04,49.09,Credit Card,Completed
36833,413,15,1015,20220212,1,12.99,6.6,0,6.6,12.99,12.99,6.39,49.19,UPI/Wallet,Completed
36834,1174,65,1039,20240628,4,11.99,3.97,10,15.88,43.16,43.16,27.28,63.21,UPI/Wallet,Completed
36835,656,32,1007,20241019,3,14.99,9.55,0,28.65,44.97,44.97,16.32,36.29,Credit Card,Completed
36836,2817,19,1004,20220608,2,1299.0,1140.52,15,2281.04,2208.3,2208.3,-72.74,-3.29,Credit Card,Completed
36837,566,14,1024,20210425,1,5.49,3.88,15,3.88,4.67,4.67,0.79,16.92,Credit Card,Completed
36838,2297,7,1012,20250731,1,39.99,16.04,5,16.04,37.99,37.99,-16.04,-42.22,UPI/Wallet,Returned
36839,1691,38,1018,20230424,1,4.99,3.41,0,0.0,0.0,0.0,0.0,0.0,Credit Card,Cancelled
36840,1254,45,1043,20220709,4,89.99,46.16,15,0.0,0.0,0.0,0.0,0.0,Cash,Cancelled
36841,140,7,1008,20210927,4,34.99,21.17,10,84.68,125.96,125.96,41.28,32.77,Net Banking,Completed
36842,2886,43,1007,20231126,3,14.99,9.55,15,28.65,38.22,38.22,9.57,25.04,Cash,Completed
36843,1141,39,1012,20220623,1,39.99,16.04,5,16.04,37.99,37.99,21.95,57.78,Credit Card,Completed
36844,482,8,1036,20250906,1,14.99,6.36,10,6.36,13.49,13.49,7.13,52.85,Debit Card,Completed
36845,2873,37,1017,20230503,2,3.49,2.58,0,5.16,6.98,6.98,-5.16,-73.93,Credit Card,Returned
36846,1113,7,1036,20250809,2,14.99,6.36,0,12.72,29.98,29.98,17.26,57.57,Credit Card,Completed
36847,1019,51,1020,20230820,4,1.99,1.34,0,5.36,7.96,7.96,2.6,32.66,Credit Card,Completed
36848,2586,38,1043,20231127,3,89.99,46.16,5,0.0,0.0,0.0,0.0,0.0,Credit Card,Cancelled
36849,2986,63,1000,20250610,3,599.99,508.79,0,1526.37,1799.97,1799.97,-1526.37,-84.8,Credit Card,Returned
36850,1827,10,1021,20240915,3,8.99,6.23,0,18.69,26.97,26.97,8.28,30.7,UPI/Wallet,Completed
36851,2765,61,1028,20230331,1,89.99,47.87,0,47.87,89.99,89.99,42.12,46.81,UPI/Wallet,Completed
36852,319,68,1040,20221123,1,16.99,5.25,0,5.25,16.99,16.99,11.74,69.1,UPI/Wallet,Completed
36853,2160,3,1035,20250926,4,18.99,7.05,0,28.2,75.96,75.96,47.76,62.88,Credit Card,Completed
36854,1000,8,1041,20240821,5,22.99,10.69,5,53.45,109.2,109.2,55.75,51.05,Debit Card,Completed
36855,745,26,1030,20230215,4,24.99,8.77,0,35.08,99.96,99.96,-35.08,-35.09,UPI/Wallet,Returned
36856,2553,68,1016,20230428,1,14.99,6.63,0,6.63,14.99,14.99,8.36,55.77,UPI/Wallet,Completed
36857,2894,7,1034,20220704,2,19.99,10.37,20,20.74,31.98,31.98,11.24,35.15,Credit Card,Completed
36858,2253,73,1001,20221027,5,249.99,207.74,15,0.0,0.0,0.0,0.0,0.0,Credit Card,Cancelled
36859,2817,8,1029,20250430,2,19.99,8.64,10,17.28,35.98,35.98,18.7,51.97,Debit Card,Completed
36860,932,35,1011,20240325,3,79.99,35.52,0,106.56,239.97,239.97,133.41,55.59,Credit Card,Completed
36861,1193,47,1038,20250310,3,12.99,5.69,20,17.07,31.18,31.18,14.11,45.25,Debit Card,Completed
36862,2469,25,1018,20230117,3,4.99,3.41,0,10.23,14.97,14.97,4.74,31.66,Debit Card,Completed
36863,2095,30,1046,20260405,2,29.99,15.5,20,31.0,47.98,47.98,16.98,35.39,UPI/Wallet,Completed
36864,2407,30,1003,20260618,5,899.0,727.29,10,3636.45,4045.5,4045.5,409.05,10.11,UPI/Wallet,Completed
36865,1230,66,1024,20250315,3,5.49,3.88,0,11.64,16.47,16.47,4.83,29.33,Credit Card,Completed
36866,1655,1,1037,20230221,5,9.99,3.67,0,18.35,49.95,49.95,31.6,63.26,Debit Card,Completed
36867,1538,6,1013,20210329,1,24.99,11.45,10,11.45,22.49,22.49,11.04,49.09,UPI/Wallet,Completed
36868,242,77,1038,20250519,1,12.99,5.69,0,5.69,12.99,12.99,7.3,56.2,UPI/Wallet,Completed
36869,385,1,1005,20230626,2,449.0,391.08,0,782.16,898.0,898.0,115.84,12.9,Credit Card,Completed
36870,822,20,1017,20260429,1,3.49,2.58,5,2.58,3.32,3.32,0.74,22.29,Net Banking,Completed
36871,2607,26,1041,20220901,2,22.99,10.69,0,21.38,45.98,45.98,24.6,53.5,UPI/Wallet,Completed
36872,2673,43,1019,20230707,2,6.99,5.11,5,10.22,13.28,13.28,3.06,23.04,UPI/Wallet,Completed
36873,2602,26,1012,20251009,4,39.99,16.04,30,64.16,111.97,111.97,47.81,42.7,Debit Card,Completed
36874,834,43,1013,20240922,1,24.99,11.45,10,11.45,22.49,22.49,-11.45,-50.91,UPI/Wallet,Returned
36875,505,62,1024,20220817,1,5.49,3.88,10,3.88,4.94,4.94,-3.88,-78.54,UPI/Wallet,Returned
36876,663,75,1039,20250521,2,11.99,3.97,0,7.94,23.98,23.98,16.04,66.89,Net Banking,Completed
36877,446,2,1001,20230122,3,249.99,207.74,5,623.22,712.47,712.47,89.25,12.53,Debit Card,Completed
36878,1203,67,1029,20210630,1,19.99,8.64,0,8.64,19.99,19.99,11.35,56.78,Credit Card,Completed
36879,1006,14,1000,20240131,2,599.99,508.79,0,1017.58,1199.98,1199.98,182.4,15.2,Credit Card,Completed
36880,2955,36,1025,20251003,2,3.99,2.8,15,5.6,6.78,6.78,1.18,17.4,Debit Card,Completed
36881,2683,12,1034,20240428,3,19.99,10.37,0,31.11,59.97,59.97,28.86,48.12,Debit Card,Completed
36882,2478,21,1032,20250304,4,44.99,22.54,0,90.16,179.96,179.96,89.8,49.9,Debit Card,Completed
36883,2717,26,1026,20250320,3,129.99,66.29,0,198.87,389.97,389.97,191.1,49.0,Credit Card,Completed
36884,1973,38,1041,20230623,2,22.99,10.69,0,21.38,45.98,45.98,24.6,53.5,Credit Card,Completed
36885,427,66,1024,20210228,2,5.49,3.88,5,7.76,10.43,10.43,2.67,25.6,Credit Card,Completed
36886,368,41,1010,20251030,2,44.99,19.98,10,39.96,80.98,80.98,41.02,50.65,Credit Card,Completed
36887,2643,53,1003,20220201,1,899.0,727.29,10,727.29,809.1,809.1,81.81,10.11,Cash,Completed
36888,264,69,1044,20240228,2,59.99,31.85,0,63.7,119.98,119.98,56.28,46.91,Debit Card,Completed
36889,1221,56,1002,20250306,2,999.99,804.99,20,1609.98,1599.98,1599.98,-10.0,-0.63,UPI/Wallet,Completed
36890,2182,21,1023,20240429,1,2.49,1.78,5,1.78,2.37,2.37,-1.78,-75.11,Debit Card,Returned
36891,1487,17,1036,20231127,3,14.99,6.36,20,19.08,35.98,35.98,16.9,46.97,Credit Card,Completed
36892,208,67,1008,20230106,3,34.99,21.17,20,63.51,83.98,83.98,20.47,24.37,Cash,Completed
36893,1616,52,1012,20241205,3,39.99,16.04,20,48.12,95.98,95.98,47.86,49.86,Cash,Completed
36894,2448,38,1034,20210820,4,19.99,10.37,0,41.48,79.96,79.96,38.48,48.12,Cash,Completed
36895,1292,54,1029,20210620,2,19.99,8.64,10,17.28,35.98,35.98,18.7,51.97,Credit Card,Completed
36896,374,9,1001,20250321,4,249.99,207.74,5,830.96,949.96,949.96,119.0,12.53,Debit Card,Completed
36897,1160,57,1046,20250731,3,29.99,15.5,10,46.5,80.97,80.97,34.47,42.57,UPI/Wallet,Completed
36898,2491,63,1014,20230527,1,19.99,8.48,20,8.48,15.99,15.99,7.51,46.97,Debit Card,Completed
36899,1014,70,1018,20260504,2,4.99,3.41,30,6.82,6.99,6.99,0.17,2.43,UPI/Wallet,Completed
